Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
l200 mitsubishi 2025 precio españa,39,39,40,13,0.48,https://llantasneumaticos.com/size/mitsubishi/l200/,0,0,0.00,0.2,1030000,"[0,0,42,100,57,57,28,100,57,42,71,71]",2026-02-26,"Video, Image, People also ask, Related searches",transactional,Organic
land rover range rover 2016,64,64,50,18,0.19,https://llantasneumaticos.com/size/land-rover/range-rover-sport/2026/,0,0,0.00,0.84,75700000,"[80,100,4,0,0,4,0,9,33,19,23,33]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
land rover range rover 2016,81,81,50,18,0.19,https://llantasneumaticos.com/size/land-rover/range-rover-evoque/2026/,0,0,0.00,0.84,75700000,"[80,100,4,0,0,4,0,9,33,19,23,33]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
golf vw 1995,56,56,170,22,0.00,https://llantasneumaticos.com/size/volkswagen/golf/1995/,0,0,0.00,0.05,27600000,"[100,80,80,100,80,100,66,80,80,100,80,66]",2026-02-05,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
presion neumaticos hyundai kona,29,34,50,10,0.00,https://llantasneumaticos.com/size/hyundai/kona/2019/,0,0,0.00,0.01,7050,"[19,11,19,11,11,7,19,19,19,19,53,26]",2026-03-31,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
presion neumaticos hyundai kona,43,59,50,10,0.00,https://llantasneumaticos.com/size/hyundai/kona/,0,0,0.00,0.01,7050,"[19,11,19,11,11,7,19,19,19,19,53,26]",2026-03-31,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
presion neumaticos hyundai kona,47,59,50,10,0.00,https://llantasneumaticos.com/size/hyundai/kona/,0,0,0.00,0.01,7050,"[19,11,19,11,11,7,19,19,19,19,53,26]",2026-03-31,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
265 70 16,26,26,70,8,0.17,https://llantasneumaticos.com/tire/iso-metric-265-70-R-16/,0,0,0.00,1,659000000,"[18,14,18,14,18,10,10,14,14,18,8,6]",2026-03-26,"Video, Popular products","commercial, informational",Organic
presion neumaticos kia ceed,16,16,70,8,0.00,https://llantasneumaticos.com/size/kia/ceed/2020/,0,0,0.00,0.01,0,"[8,6,5,5,5,5,5,6,10,5,5,5]",2026-03-06,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
presion neumaticos kia ceed,27,27,70,8,0.00,https://llantasneumaticos.com/size/kia/ceed/2023/,0,0,0.00,0.01,0,"[8,6,5,5,5,5,5,6,10,5,5,5]",2026-03-06,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
presion neumaticos kia ceed,34,34,70,8,0.00,https://llantasneumaticos.com/size/kia/ceed/2023/,0,0,0.00,0.01,0,"[8,6,5,5,5,5,5,6,10,5,5,5]",2026-03-06,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
fiat ducato 2024,17,17,90,14,0.32,https://llantasneumaticos.com/size/fiat/ducato/2024/,0,0,0.00,0.56,27200000,"[43,34,28,34,21,15,21,21,28,15,21,21]",2026-02-21,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
fiat ducato 2024,18,18,90,14,0.32,https://llantasneumaticos.com/size/fiat/ducato/2024/,0,0,0.00,0.56,27200000,"[43,34,28,34,21,15,21,21,28,15,21,21]",2026-02-21,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
medidas honda crv 2024,16,16,70,15,0.00,https://llantasneumaticos.com/size/honda/cr-v/2024/,0,0,0.00,0.33,0,"[66,66,52,33,33,23,33,23,19,9,9,9]",2026-03-06,"Video, Image, Related searches, AI overview",informational,Organic
carens 2014 kia,27,27,90,19,0.11,https://llantasneumaticos.com/size/kia/carens/2014/,0,0,0.00,0.82,9070000,"[100,100,100,81,63,81,100,100,81,81,81,63]",2026-02-13,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
205 50 r15,42,42,90,8,0.15,https://llantasneumaticos.com/tire/iso-metric-205-50-R-15/,0,0,0.00,1,20600000,"[52,52,64,64,52,41,41,52,41,41,64,52]",2026-03-21,"Video, Popular products, Related searches",commercial,Organic
jetour travel,31,31,260,18,0.00,https://llantasneumaticos.com/size/jetour/traveler/,0,0,0.00,0.05,124,"[0,66,66,44,54,44,35,44,28,28,100,35]",2026-03-22,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
sport trac explorer,15,15,90,11,0.00,https://llantasneumaticos.com/size/ford/explorer-sport-trac/,0,0,0.00,0.36,0,"[64,78,64,64,50,64,64,100,64,78,78,78]",2026-03-09,"Image pack, Video, Image",informational,Organic
2002 sport,34,34,90,26,0.00,https://llantasneumaticos.com/size/ford/explorer-sport-trac/2002/,0,0,0.00,0,1090000000,"[100,100,65,100,80,7,7,0,0,3,3,3]",2026-02-06,"Knowledge panel, Image pack, Video, People also ask",informational,Organic
gen coupe,94,94,50,18,0.00,https://llantasneumaticos.com/size/hyundai/genesis-coupe/,0,0,0.00,0.05,116000000,"[9,9,0,0,0,9,0,9,9,100,80,66]",2026-02-15,"Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
185 55 14,24,24,40,8,0.13,https://llantasneumaticos.com/tire/iso-metric-185-55-R-14/,0,0,0.00,1,932000000,"[2,1,1,1,0,1,0,1,1,1,2,2]",2026-01-27,"Video, Popular products",commercial,Organic
cadillac brougham,28,28,70,20,0.00,https://llantasneumaticos.com/size/cadillac/brougham/,0,0,0.00,0.07,0,"[41,29,41,41,64,41,29,41,64,11,82,41]",2026-03-12,"Video, Image, Related searches, AI overview",informational,Organic
eclipse mitsubishi 2005,14,14,50,18,0.00,https://llantasneumaticos.com/size/mitsubishi/eclipse/2005/,0,0,0.00,0.33,10200000,"[50,35,14,78,14,14,100,100,14,0,0,14]",2026-02-19,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
volkswagen caddy 2005,4,4,110,21,0.03,https://llantasneumaticos.com/size/volkswagen/caddy/2005/,0,0,0.00,0.09,21900000,"[29,52,41,41,52,52,64,100,82,100,100,82]",2026-02-27,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
2016 mercedes vito,13,13,90,18,0.05,https://llantasneumaticos.com/size/mercedes/vito/2016/,0,0,0.00,0.73,30000000,"[0,0,50,64,64,64,78,78,64,78,100,64]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
2019 mercedes benz sprinter,15,15,40,17,0.05,https://llantasneumaticos.com/size/mercedes/sprinter/2019/,0,0,0.00,0.68,38800000,"[18,100,100,18,18,18,18,18,18,18,18,18]",2026-02-03,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
sistema de numeración chino,56,56,40,13,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.33,1150000,"[28,14,14,14,14,14,14,14,14,78,100,14]",2026-02-23,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
sistema de numeración chino,63,63,40,13,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.33,1150000,"[28,14,14,14,14,14,14,14,14,78,100,14]",2026-02-23,"Knowledge panel, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
suzuki fronx 2025,14,14,110,12,0.53,https://llantasneumaticos.com/size/suzuki/fronx/2025/,0,0,0.00,0.26,9910000,"[5,5,5,43,12,10,17,35,35,100,43,53]",2026-02-28,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
2010 chevy captiva,27,27,140,20,0.15,https://llantasneumaticos.com/size/chevrolet/captiva/2010/,0,0,0.00,0.42,26900000,"[52,52,66,66,80,80,80,80,80,66,80,52]",2026-03-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas mitsubishi colt,20,20,50,14,0.00,https://llantasneumaticos.com/size/mitsubishi/colt/,0,0,0.00,0.01,234000,"[29,29,23,64,29,17,23,29,23,29,17,17]",2026-03-02,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
qué es un tsuru,90,90,50,28,0.00,https://llantasneumaticos.com/size/nissan/tsuru/,0,0,0.00,0.33,4660000,"[14,78,100,14,64,14,14,14,78,50,14,14]",2026-02-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
97 jeep grand cherokee,21,21,70,20,0.00,https://llantasneumaticos.com/size/jeep/grand-cherokee/1997/,0,0,0.00,0.16,36800000,"[14,78,78,78,14,78,14,100,50,14,14,14]",2026-02-24,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
toyota 2018 hilux,35,35,140,26,0.03,https://llantasneumaticos.com/size/toyota/hilux/2018/,0,0,0.00,0.81,110000000,"[52,80,80,80,52,52,52,52,66,66,66,80]",2026-02-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
toyota 2018 hilux,40,40,140,26,0.03,https://llantasneumaticos.com/size/toyota/hilux/2018/,0,0,0.00,0.81,110000000,"[52,80,80,80,52,52,52,52,66,66,66,80]",2026-02-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
buick valero,19,19,40,16,0.00,https://llantasneumaticos.com/size/buick/verano/,0,0,0.00,0.33,2230000,"[14,14,14,14,14,78,100,14,14,14,14,14]",2026-02-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
llantasyruedas,19,19,390,49,0.26,https://llantasneumaticos.com/,0,0,0.00,1,3280000,"[20,25,20,25,8,25,20,20,13,16,16,25]",2026-02-06,"Knowledge panel, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches",navigational,Organic
tabla métrica,67,67,170,6,0.00,https://llantasneumaticos.com/?nocache=1,0,0,0.00,0.04,6230000,"[28,44,11,100,66,11,8,11,11,11,15,15]",2026-03-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
medidas ford tourneo connect 2007,19,19,70,10,0.00,https://llantasneumaticos.com/size/ford/tourneo-connect/2007-2009/,0,0,0.00,0.33,0,"[64,64,64,50,50,64,50,78,35,50,14,14]",2026-03-07,"Image pack, Image, Related searches, AI overview","informational, transactional",Organic
medidas ford tourneo connect 2007,25,25,70,10,0.00,https://llantasneumaticos.com/size/ford/tourneo-connect/2007-2009/,0,0,0.00,0.33,0,"[64,64,64,50,50,64,50,78,35,50,14,14]",2026-03-07,"Image pack, Image, Related searches, AI overview","informational, transactional",Organic
medidas ford tourneo connect 2007,41,41,70,10,0.00,https://llantasneumaticos.com/size/ford/tourneo-connect/,0,0,0.00,0.33,0,"[64,64,64,50,50,64,50,78,35,50,14,14]",2026-03-07,"Image pack, Image, Related searches, AI overview","informational, transactional",Organic
medidas citroen ami,63,63,40,12,0.00,https://llantasneumaticos.com/?nocache=1%27nvOpzp,0,0,0.00,0.1,0,"[3,3,3,3,5,5,1,2,1,5,1,1]",2026-03-15,"Image pack, Image, Related searches, AI overview",informational,Organic
245 50 r18,32,32,40,8,0.25,https://llantasneumaticos.com/tire/iso-metric-245-50-R-18/,0,0,0.00,1,11300000,"[57,42,42,42,57,42,42,100,42,100,42,57]",2026-02-24,"Popular products, Related searches","commercial, informational",Organic
livan coches opiniones,45,45,110,17,0.22,https://llantasneumaticos.com/,0,0,0.00,0.16,2360000,"[0,0,0,42,53,42,53,100,65,26,34,42]",2026-03-02,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
4008 peugeot 2025,15,15,70,19,0.68,https://llantasneumaticos.com/size/peugeot/4008/2025/,0,0,0.00,0.99,0,"[14,14,14,14,78,100,100,14,14,100,100,14]",2026-03-07,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
1996 montero,21,21,210,18,0.00,https://llantasneumaticos.com/size/mitsubishi/montero/1996/,0,0,0.00,0.04,33800000,"[45,100,1,1,1,1,1,1,1,1,1,1]",2026-03-20,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
2004 mitsubishi montero,19,19,140,20,0.01,https://llantasneumaticos.com/size/mitsubishi/montero/2004/,0,0,0.00,0.03,17200000,"[80,100,80,80,80,52,52,52,66,52,66,66]",2026-02-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
peugeoy 301,59,59,30,19,0.92,https://llantasneumaticos.com/size/peugeot/301/2016/,0,0,0.00,0.67,26000000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2026-02-23,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
2008 tesla roadster convertible,26,26,260,15,0.00,https://llantasneumaticos.com/size/tesla/roadster/2008/,0,0,0.00,0,167,"[66,66,100,66,54,54,54,54,66,66,54,43]",2026-03-17,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
a4 audi 1997,32,32,140,16,0.00,https://llantasneumaticos.com/size/audi/a4/1997/,0,0,0.00,0.03,0,"[64,82,82,82,82,82,82,82,64,100,82,82]",2026-03-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
neumáticos premier,25,25,210,16,0.00,https://llantasneumaticos.com/size/eagle/premier/,0,0,0.00,0.15,822000,"[34,65,53,65,65,53,53,81,65,65,81,81]",2026-02-13,"Knowledge panel, Video, Popular products","informational, transactional",Organic
rox calculadora,33,33,40,19,0.00,https://llantasneumaticos.com/,0,0,0.00,0.33,25400,"[28,0,14,14,100,14,78,14,14,0,14,14]",2026-03-06,"Image pack, Video, People also ask, Related searches",informational,Organic
mazda cx 5 medidas,26,26,590,16,0.45,https://llantasneumaticos.com/size/mazda/cx-5/,0,0,0.00,0.05,5790000,"[81,54,66,100,81,81,36,100,81,81,100,81]",2026-02-21,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
mazda cx 5 medidas,32,32,590,16,0.45,https://llantasneumaticos.com/size/mazda/cx-5/,0,0,0.00,0.05,5790000,"[81,54,66,100,81,81,36,100,81,81,100,81]",2026-02-21,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
llamta,9,9,70,37,0.18,https://llantasneumaticos.com/,0,0,0.00,0.96,60200000,"[0,21,15,21,21,15,0,28,21,21,28,21]",2026-03-01,"Knowledge panel, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llamta,26,26,70,37,0.18,https://llantasneumaticos.com/,0,0,0.00,0.96,60200000,"[0,21,15,21,21,15,0,28,21,21,28,21]",2026-03-01,"Knowledge panel, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
medidas del omoda 5,56,56,140,,0.14,https://llantasneumaticos.com/size/chery/omoda-5/,0,0,0.00,0.07,4720000,"[82,82,82,82,52,64,64,82,82,100,82,100]",2026-02-06,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
eclipse mitsubishi 1996,20,20,70,18,0.00,https://llantasneumaticos.com/size/mitsubishi/eclipse/1996/,0,0,0.00,0.33,0,"[81,81,81,63,81,45,45,81,81,63,18,18]",2026-03-16,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
econoline ford van,25,25,210,23,0.00,https://llantasneumaticos.com/size/ford/e-150-van/,0,0,0.00,0.09,22000000,"[66,82,66,66,0,0,0,0,100,100,100,100]",2026-02-04,"Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
dimensiones seat arona,38,38,320,15,0.53,https://llantasneumaticos.com/size/seat/arona/,0,0,0.00,0.05,291000,"[66,82,66,82,66,82,66,82,100,82,82,66]",2026-01-31,"Video, Image, People also ask, Related searches, AI overview",informational,Organic
llantas de audi a4,20,20,40,5,0.09,https://llantasneumaticos.com/size/audi/a4/,0,0,0.00,0.98,5300000,"[22,33,44,33,22,22,22,44,55,55,55,44]",2026-02-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas de audi a4,70,70,40,5,0.09,https://llantasneumaticos.com/size/audi/a4/b6-2000-2006/eudm/,0,0,0.00,0.98,5300000,"[22,33,44,33,22,22,22,44,55,55,55,44]",2026-02-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llantas de audi a4,88,88,40,5,0.09,https://llantasneumaticos.com/size/audi/a4-allroad/,0,0,0.00,0.98,5300000,"[22,33,44,33,22,22,22,44,55,55,55,44]",2026-02-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
medidas del t cross,41,41,50,10,0.00,https://llantasneumaticos.com/size/volkswagen/t-cross/,0,0,0.00,0.2,0,"[64,11,64,82,11,11,11,11,11,11,11,11]",2026-03-07,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
charade 1992,15,15,210,17,0.00,https://llantasneumaticos.com/size/daihatsu/charade/1992/,0,0,0.00,0.02,0,"[66,43,43,43,100,53,66,43,53,66,66,53]",2026-03-06,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
llanta m3,14,14,170,8,0.00,https://llantasneumaticos.com/size/bmw/m3/,0,0,0.00,0.99,0,"[100,65,65,80,100,0,65,65,80,80,80,80]",2026-03-08,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
llanta m3,44,44,170,8,0.00,https://llantasneumaticos.com/size/bmw/m3/e90-e92-e93-2007-2013/,0,0,0.00,0.99,0,"[100,65,65,80,100,0,65,65,80,80,80,80]",2026-03-08,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
volvo x90 2004,66,66,90,19,0.00,https://llantasneumaticos.com/size/volvo/xc90/2004/,0,0,0.00,0.15,10400000,"[64,52,52,41,41,100,52,82,41,23,41,52]",2026-02-10,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
golf r mkvi,53,53,70,3,0.02,https://llantasneumaticos.com/size/volkswagen/golf-r/mk6-a6-5k-2009-2015/,0,0,0.00,0.66,1070000,"[34,26,26,7,11,15,19,34,65,7,19,11]",2026-02-21,"Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
dimension x trail 2025,23,23,30,11,2.01,https://llantasneumaticos.com/size/nissan/x-trail/2025/,0,0,0.00,0.15,0,"[22,22,22,22,44,100,22,22,22,22,22,22]",2026-03-08,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
dimension x trail 2025,38,38,30,11,2.01,https://llantasneumaticos.com/size/nissan/x-trail/t33-2021-now/,0,0,0.00,0.15,0,"[22,22,22,22,44,100,22,22,22,22,22,22]",2026-03-08,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
bmw e 87,25,25,50,21,0.00,https://llantasneumaticos.com/size/bmw/1-series/e87-2004-2007/,0,0,0.00,0.6,15000000,"[33,52,9,14,9,14,14,23,23,14,19,42]",2026-02-03,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
neumaticos marcas,22,22,320,32,0.14,https://llantasneumaticos.com/,0,0,0.00,0.83,9430000,"[22,22,81,81,81,66,66,81,66,66,81,81]",2026-02-03,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
ruedas 175/65 r14,7,7,40,10,0.22,https://llantasneumaticos.com/tire/iso-metric-175-65-R-14/,0,0,0.00,1,264000,"[57,71,71,0,57,42,42,57,28,57,71,42]",2026-02-18,"People also ask, Popular products, Related searches",commercial,People also ask
vauxhall crossland,74,74,140,16,0.00,https://llantasneumaticos.com/size/vauxhall/crossland-x/,0,0,0.00,0.5,3740000,"[34,42,53,53,53,80,100,80,53,42,26,26]",2026-03-23,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
1997 opel astra,22,22,140,18,0.00,https://llantasneumaticos.com/size/opel/astra/1997/,0,0,0.00,0,34000000,"[64,82,82,82,82,64,82,82,82,82,64,64]",2026-03-19,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
tabla presión neumáticos toyota yaris,22,22,40,,0.00,https://llantasneumaticos.com/size/toyota/yaris-cross/2021/,0,0,0.00,0.33,15500,"[33,9,9,9,9,9,9,9,9,52,19,33]",2026-01-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
tabla presión neumáticos toyota yaris,37,37,40,,0.00,https://llantasneumaticos.com/size/toyota/yaris/2025/,0,0,0.00,0.33,15500,"[33,9,9,9,9,9,9,9,9,52,19,33]",2026-01-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
mazda cx 5 2016,25,25,260,16,0.09,https://llantasneumaticos.com/size/mazda/cx-5/2016/?ysclid=mion0mv8up266033060,0,0,0.00,0.95,93500000,"[66,66,82,100,53,82,66,82,66,53,82,66]",2026-02-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
medida kia ceed,26,26,110,,0.00,https://llantasneumaticos.com/size/kia/ceed/,0,0,0.00,0.02,864000,"[23,1,8,5,1,3,66,3,66,1,0,66]",2026-02-02,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
bmw 2019 x4,38,38,170,20,0.06,https://llantasneumaticos.com/size/bmw/x4/2019/,0,0,0.00,0.96,32900000,"[100,80,80,80,80,100,66,100,80,80,80,80]",2026-02-09,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
medidas rueda,11,11,140,13,0.14,https://llantasneumaticos.com/,0,0,0.00,0.06,64300000,"[100,82,2,17,12,53,53,66,43,10,12,10]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas rueda,36,36,140,13,0.14,https://llantasneumaticos.com/calc/,0,0,0.00,0.06,64300000,"[100,82,2,17,12,53,53,66,43,10,12,10]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas rueda,39,39,140,13,0.14,https://llantasneumaticos.com/calc/,0,0,0.00,0.06,64300000,"[100,82,2,17,12,53,53,66,43,10,12,10]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas arkana 2024,16,16,50,12,0.00,https://llantasneumaticos.com/size/renault/arkana/2024/,0,0,0.00,0.33,90,"[100,64,78,64,64,21,14,14,14,14,14,14]",2026-03-28,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
medidas arkana 2024,43,43,50,12,0.00,https://llantasneumaticos.com/size/renault/arkana/,0,0,0.00,0.33,90,"[100,64,78,64,64,21,14,14,14,14,14,14]",2026-03-28,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
indice carga neumatico,39,39,260,9,0.05,https://llantasneumaticos.com/,0,0,0.00,0.05,2630000,"[66,82,66,53,66,66,100,66,53,66,66,66]",2026-03-18,"Image pack, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
1998 mercedes slk 230 roadster,32,32,70,19,0.00,https://llantasneumaticos.com/size/mercedes/slk-class/1998/,0,0,0.00,0.05,828000,"[55,55,55,77,100,55,55,55,100,77,100,100]",2026-02-19,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
audi q5 2018,8,8,390,20,0.04,https://llantasneumaticos.com/size/audi/q5/2018/,0,0,0.00,0.9,66700000,"[81,81,81,100,54,66,81,66,100,100,100,81]",2026-01-30,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Image pack
q3 medidas,35,35,210,22,0.37,https://llantasneumaticos.com/size/audi/q3/,0,0,0.00,0.05,5250000,"[53,53,53,100,53,43,53,82,53,43,53,53]",2026-02-05,"Image pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
llantas astra,3,3,40,8,0.00,https://llantasneumaticos.com/size/opel/astra/,0,0,0.00,0.41,4220000,"[41,41,41,23,11,11,11,11,17,11,17,52]",2026-02-10,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas astra,25,25,40,8,0.00,https://llantasneumaticos.com/size/opel/astra/2005/,0,0,0.00,0.41,4220000,"[41,41,41,23,11,11,11,11,17,11,17,52]",2026-02-10,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
llantas astra,34,34,40,8,0.00,https://llantasneumaticos.com/size/chevrolet/astra/,0,0,0.00,0.41,4220000,"[41,41,41,23,11,11,11,11,17,11,17,52]",2026-02-10,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
kicks 18,17,17,40,12,0.00,https://llantasneumaticos.com/size/nissan/kicks/2018/,0,0,0.00,0.33,953000000,"[11,23,23,52,11,100,11,11,11,11,11,11]",2026-02-11,"Image pack, Video, Video Carousel, People also ask","informational, transactional",Organic
renault twingo 2026 medidas,56,56,70,20,0.00,https://llantasneumaticos.com/?afdtoken=chmiskst88xn_givimxech3v3aa0emybj3tyyeevcwo7hxum8fo42tqttc7p2jqwxca4qwy8fjipaes07hvxeimam56opjh19bm0mpossgt6jicugjqb_yg2ho5x9louht7qyl7k0ofqnhm3oc6nu3qyta6jtdrxywbuq-g&clkt=91&is=530x500&nb=0&nm=6&nx=325&ny=88&pcsa=false&query=car%252bwheel%252bdiameter&ts=fenszwfuugvwcgvybwludejsywnrfhw1y2u4nhxidwnrzxqwmtf8fhx8fhw2ndu5zgzizjc2mdqxfhx8mty4mzyxmtu4my40odgxfge4nzi1oti0mtziyzcwmjjhmmziotvjyjzhm2m5zdlkmmyymwy5ndn8fhx8fdf8fdb8mhx8fhwxfhx8fhwwfdb8fhx8fhx8fhx8mhwwfhwwfhx8mhwwffcxmd18fdf8vzewpxwwzjbiy2zjn2flogjkztexywqxmgjlngy4mwy3nmvjzwy1nwzhmtu5fdb8zhatdgvhbwludgvybmv0mtjfm3bofdb8ma%253d%253d%252527%252527,0,0,0.00,0.02,1160000,"[14,100]",2026-02-11,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
renault twingo 2026 medidas,57,57,70,20,0.00,https://llantasneumaticos.com/?afdtoken=chmiskst88xn_givimxech3v3aa0emybj3tyyeevcwo7hxum8fo42tqttc7p2jqwxca4qwy8fjipaes07hvxeimam56opjh19bm0mpossgt6jicugjqb_yg2ho5x9louht7qyl7k0ofqnhm3oc6nu3qyta6jtdrxywbuq-g&clkt=91&is=530x500&nb=0&nm=6&nx=325&ny=88&pcsa=false&query=car%252bwheel%252bdiameter&ts=fenszwfuugvwcgvybwludejsywnrfhw1y2u4nhxidwnrzxqwmtf8fhx8fhw2ndu5zgzizjc2mdqxfhx8mty4mzyxmtu4my40odgxfge4nzi1oti0mtziyzcwmjjhmmziotvjyjzhm2m5zdlkmmyymwy5ndn8fhx8fdf8fdb8mhx8fhwxfhx8fhwwfdb8fhx8fhx8fhx8mhwwfhwwfhx8mhwwffcxmd18fdf8vzewpxwwzjbiy2zjn2flogjkztexywqxmgjlngy4mwy3nmvjzwy1nwzhmtu5fdb8zhatdgvhbwludgvybmv0mtjfm3bofdb8ma%253d%253d%252527%252527,0,0,0.00,0.02,1160000,"[14,100]",2026-02-11,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mercedes 2001 clk,17,17,50,19,0.00,https://llantasneumaticos.com/size/mercedes/clk-class/2001/,0,0,0.00,0.03,9690000,"[7,42,42,7,7,7,7,7,7,7,53,7]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
jeep compass 2024,78,78,210,25,0.35,https://llantasneumaticos.com/size/jeep/compass/2024/,0,0,0.00,0.95,80200000,"[44,29,29,19,15,23,19,23,23,23,23,19]",2026-02-10,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
